steer_dim,player_name,Assertiveness,Assertiveness:scstd,Breadth of Interest,Breadth of Interest:scstd,Empathy,Empathy:scstd,Extraversion,Extraversion:scstd,Nurturance,Nurturance:scstd,Preference for Order and Structure,Preference for Order and Structure:scstd,Sociability,Sociability:scstd,Social,Social:scstd,Sympathy,Sympathy:scstd,Tenderness,Tenderness:scstd,Theoretical,Theoretical:scstd,Understanding,Understanding:scstd,stds,scstds
10605,,0.3333333333333333,-1,0.8333333333333334,-1,0.4444444444444444,1.8856180831641267,0.0,-1,0.2,-1,0.5714285714285714,0.0,1.0,-1,0.6470588235294118,-1,0.5555555555555556,-1,1.0,-1,0.7894736842105263,-1,0.625,-1,0.676914305252343,0.9428090415820634
6188,,0.16666666666666666,-1,0.8333333333333334,-1,0.4444444444444444,1.8856180831641267,0.0,-1,0.0,-1,0.5714285714285714,0.0,0.8333333333333334,-1,0.6470588235294118,-1,0.7777777777777778,-1,1.0,-1,0.7894736842105263,-1,0.625,-1,0.7113508968066857,0.9428090415820634
4752,,0.3333333333333333,-1,0.8333333333333334,-1,0.4444444444444444,-1,-0.2222222222222222,-1,0.0,1.8856180831641267,0.5714285714285714,1.8070158058105026,1.0,-1,0.6470588235294118,-1,0.7777777777777778,-1,0.7777777777777778,2.0,0.8947368421052632,-1,0.625,-1,0.6979184223579966,1.89754462965821
3402,,0.3333333333333333,-1,0.8333333333333334,-1,0.5555555555555556,0.0,0.0,-1,0.2,-1,0.42857142857142855,0.0,1.0,-1,0.6470588235294118,-1,0.7777777777777778,-1,1.0,-1,0.8947368421052632,-1,0.625,-1,0.6476141708681105,0.0
1025,,0.16666666666666666,-1,0.8333333333333334,-1,0.4444444444444444,1.8856180831641267,0.2222222222222222,-1,0.4,-1,0.42857142857142855,0.0,1.0,-1,0.6470588235294118,-1,0.7777777777777778,-1,1.0,-1,0.8947368421052632,-1,0.625,-1,0.6490880998408821,0.9428090415820634
428,,0.3333333333333333,-1,0.8333333333333334,-1,0.5555555555555556,1.7320508075688772,0.2222222222222222,-1,0.6,0.0,0.5714285714285714,0.0,0.8333333333333334,-1,0.7647058823529411,-1,1.0,0.0,0.7777777777777778,-1,0.8947368421052632,-1,0.5,-1,0.6668554633063458,0.4330127018922193
14351,,0.3333333333333333,-1,0.8333333333333334,-1,0.4444444444444444,-1,0.0,-1,0.2,-1,0.42857142857142855,0.0,1.0,-1,0.6470588235294118,-1,0.7777777777777778,-1,1.0,-1,0.7894736842105263,-1,0.625,-1,0.6669073084213908,0.0
2965,,0.3333333333333333,-1,0.8333333333333334,-1,0.4444444444444444,-1,0.0,-1,0.2,-1,0.5714285714285714,0.0,1.0,-1,0.6470588235294118,-1,0.7777777777777778,-1,0.7777777777777778,-1,0.8947368421052632,-1,0.625,-1,0.698448359367466,0.0
,Richard Carson,0.16666666666666666,-1,0.8333333333333334,-1,0.3333333333333333,-1,0.0,-1,0.0,-1,0.8571428571428571,-1,0.8333333333333334,-1,0.7647058823529411,-1,0.7777777777777778,-1,1.0,-1,0.47368421052631576,-1,0.5,-1,0.709324228316662,
10096,Richard Carson,0.3333333333333333,-1,1.0,-1,0.4444444444444444,1.8856180831641267,0.2222222222222222,-1,0.4,0.0,0.7142857142857143,-1,0.6666666666666666,1.8856180831641267,0.6470588235294118,1.8856180831641267,0.7777777777777778,-1,0.5555555555555556,0.0,0.7894736842105263,0.0,0.625,1.8856180831641267,0.7277878765535998,1.077496047522358
8387,Richard Carson,-0.16666666666666666,0.0,0.5,0.0,0.5555555555555556,0.0,0.0,-1,0.0,2.0,0.7142857142857143,-1,0.6666666666666666,-1,0.8235294117647058,-1,0.7777777777777778,-1,0.7777777777777778,-1,0.5789473684210527,1.8856180831641267,0.375,-1,0.7986514545800437,0.7771236166328254
2221,Richard Carson,-0.16666666666666666,0.0,0.5,0.0,0.2222222222222222,-1,-0.2222222222222222,-1,0.2,-1,0.7142857142857143,-1,0.8333333333333334,-1,0.7647058823529411,-1,0.7777777777777778,-1,1.0,-1,0.3684210526315789,-1,0.375,-1,0.7587753363535764,0.0
1312,Richard Carson,0.08333333333333333,1.5,0.5833333333333334,0.5,0.4444444444444444,-1,0.1111111111111111,1.699673171197595,0.2,-1,0.8571428571428571,-1,0.8333333333333334,-1,0.7647058823529411,-1,0.7777777777777778,-1,1.0,-1,0.5789473684210527,-1,0.5,-1,0.7071372651748841,1.2332243903991984
7502,Richard Carson,0.0,-1,0.5,0.0,0.3333333333333333,-1,0.0,2.0,0.2,-1,0.8571428571428571,-1,0.8333333333333334,-1,0.7647058823529411,-1,0.5555555555555556,-1,1.0,-1,0.47368421052631576,-1,0.375,-1,0.756905617537727,1.0
14049,Richard Carson,-0.08333333333333333,1.4142135623730951,0.5,0.0,0.3333333333333333,2.0,0.4444444444444444,0.0,0.2,1.8856180831641267,0.8571428571428571,-1,0.8333333333333334,-1,0.7647058823529411,-1,0.5555555555555556,1.8856180831641267,1.0,-1,0.47368421052631576,2.0,0.5,2.0,0.7386943313532951,1.3981812160876685
3183,Richard Carson,0.3333333333333333,1.5,0.4166666666666667,0.4714045207910317,0.3888888888888889,1.699673171197595,0.1111111111111111,-1,0.2,1.8856180831641267,0.6428571428571429,0.5,0.5,0.0,0.7058823529411765,-1,0.5555555555555556,-1,0.7777777777777778,-1,0.7368421052631579,0.4330127018922193,0.5,1.4142135623730951,0.7920074827070271,0.9879902549272586
6619,Richard Carson,-0.16666666666666666,0.0,0.6666666666666666,-1,0.3333333333333333,2.0,-0.2222222222222222,-1,0.0,2.0,0.8571428571428571,-1,0.6666666666666666,-1,0.7647058823529411,-1,0.7777777777777778,-1,1.0,-1,0.5789473684210527,-1,0.5,-1,0.7337639942693861,1.3333333333333333
1341,Richard Carson,0.0,-1,0.5,0.0,0.3333333333333333,2.0,0.0,-1,0.0,2.0,0.8571428571428571,-1,0.6666666666666666,-1,0.7647058823529411,-1,0.5555555555555556,-1,0.7777777777777778,-1,0.47368421052631576,-1,0.5,2.0,0.8219330551165839,1.5
6884,Richard Carson,-0.3333333333333333,0.0,0.5,0.0,0.2222222222222222,-1,0.0,2.0,0.0,2.0,0.8571428571428571,-1,0.8333333333333334,-1,0.7647058823529411,-1,0.7777777777777778,-1,1.0,-1,0.6842105263157895,0.0,0.375,1.8856180831641267,0.7269764403281034,0.9809363471940212
12703,Richard Carson,0.16666666666666666,2.0,0.5833333333333334,0.5,0.2222222222222222,-1,0.0,2.0,0.4,0.0,0.8571428571428571,-1,0.8333333333333334,-1,0.7647058823529411,-1,0.7777777777777778,-1,1.0,-1,0.47368421052631576,-1,0.375,-1,0.7273353572687161,1.125
11712,Richard Carson,0.3333333333333333,-1,0.6666666666666666,-1,0.4444444444444444,-1,0.4444444444444444,0.0,-0.2,-1,0.8571428571428571,-1,0.8333333333333334,-1,0.7647058823529411,-1,0.5555555555555556,-1,0.7777777777777778,-1,0.47368421052631576,-1,0.4375,1.699673171197595,0.7759963773818707,0.8498365855987975
14185,Richard Carson,0.16666666666666666,2.0,0.8333333333333334,-1,0.4444444444444444,1.8856180831641267,0.0,2.0,-0.2,-1,0.8571428571428571,-1,0.5833333333333334,0.5,0.7647058823529411,-1,0.5555555555555556,1.8856180831641267,0.7777777777777778,-1,0.47368421052631576,-1,0.375,-1,0.7952995698386536,1.6542472332656508
10454,Richard Carson,0.16666666666666666,2.0,0.6666666666666666,-1,0.3333333333333333,-1,0.0,2.0,0.2,-1,0.8571428571428571,-1,0.6666666666666666,-1,0.7647058823529411,-1,0.7777777777777778,-1,1.0,-1,0.47368421052631576,-1,0.5,-1,0.7397380854273284,2.0
6216,Richard Carson,0.08333333333333333,1.5,0.5833333333333334,0.5,0.4444444444444444,-1,-0.1111111111111111,1.5,0.2,-1,0.8571428571428571,-1,0.8333333333333334,-1,0.7647058823529411,-1,0.7777777777777778,-1,1.0,-1,0.47368421052631576,-1,0.5,-1,0.712581419323357,1.1666666666666667
1975,Richard Carson,0.16666666666666666,2.0,0.6666666666666666,-1,0.3333333333333333,2.0,0.2222222222222222,-1,0.0,2.0,0.8571428571428571,-1,0.6666666666666666,-1,0.7647058823529411,-1,0.7777777777777778,-1,1.0,-1,0.42105263157894735,-1,0.375,-1,0.744028851070488,2.0
10605,Richard Carson,0.16666666666666666,2.0,0.6666666666666666,-1,0.4444444444444444,1.8856180831641267,0.2222222222222222,-1,0.2,1.8856180831641267,0.8571428571428571,-1,0.8333333333333334,-1,0.7647058823529411,-1,0.5555555555555556,-1,1.0,-1,0.5789473684210527,-1,0.5,-1,0.7290263389468737,1.9237453887760845
6188,Richard Carson,0.0,-1,0.5,0.0,0.4444444444444444,-1,0.4444444444444444,0.0,0.0,2.0,0.8571428571428571,-1,0.6666666666666666,-1,0.7647058823529411,-1,0.5555555555555556,-1,1.0,-1,0.47368421052631576,-1,0.5,-1,0.7563604210784073,0.6666666666666666
4752,Richard Carson,0.0,1.8856180831641267,0.6666666666666666,1.8856180831641267,0.5555555555555556,1.4696938456699067,0.3333333333333333,0.5,0.1,1.8330302779823362,0.5714285714285714,0.0,0.8333333333333334,-1,0.7647058823529411,-1,0.7777777777777778,1.4142135623730951,0.7777777777777778,-1,0.5263157894736842,1.5,0.5,2.0,0.7616803605494064,1.3875748724837322
3402,Richard Carson,0.0,1.8856180831641267,0.6666666666666666,-1,0.4444444444444444,-1,0.0,2.0,0.2,-1,0.8571428571428571,-1,0.8333333333333334,-1,0.7647058823529411,-1,0.7777777777777778,-1,1.0,-1,0.3684210526315789,-1,0.5,-1,0.7250183485434146,1.9428090415820634
1025,Richard Carson,0.3333333333333333,-1,0.3333333333333333,0.0,0.3333333333333333,-1,0.2222222222222222,-1,0.2,-1,0.8571428571428571,-1,0.8333333333333334,-1,0.7647058823529411,-1,0.5555555555555556,-1,1.0,-1,0.3157894736842105,0.5,0.375,-1,0.7596565494195765,0.25
428,Richard Carson,0.3333333333333333,-1,0.6666666666666666,-1,0.1111111111111111,0.0,0.0,-1,0.0,2.0,0.8571428571428571,-1,0.6666666666666666,-1,0.7647058823529411,-1,0.7777777777777778,-1,1.0,-1,0.47368421052631576,-1,0.375,-1,0.7471546023278188,1.0
14351,Richard Carson,0.0,-1,0.6666666666666666,-1,0.3333333333333333,-1,0.0,2.0,0.2,-1,0.8571428571428571,-1,0.8333333333333334,-1,0.7647058823529411,-1,0.7777777777777778,-1,1.0,-1,0.3684210526315789,-1,0.5,-1,0.7289352339687852,2.0
2965,Richard Carson,0.16666666666666666,2.0,0.6666666666666666,-1,0.4444444444444444,-1,-0.2222222222222222,-1,0.0,2.0,0.8571428571428571,-1,0.8333333333333334,-1,0.7647058823529411,-1,0.7777777777777778,-1,1.0,-1,0.47368421052631576,-1,0.5,-1,0.7192424968168748,2.0
,Andre Benton,0.3333333333333333,-1,0.6666666666666666,-1,0.3333333333333333,-1,0.2222222222222222,-1,-0.2,-1,0.8571428571428571,-1,1.0,-1,0.7647058823529411,-1,0.3333333333333333,-1,1.0,-1,0.47368421052631576,-1,0.5,-1,0.6980002592128166,
10096,Andre Benton,0.16666666666666666,-1,1.0,0.0,0.4444444444444444,-1,0.2222222222222222,-1,0.0,-1,0.8571428571428571,-1,0.3333333333333333,0.0,0.6470588235294118,1.8856180831641267,0.3333333333333333,-1,0.3333333333333333,0.0,0.8947368421052632,0.0,0.5,2.0,0.7680525440929528,0.6476030138606877
8387,Andre Benton,-0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,2.0,0.0,-1,-0.2,2.0,0.8571428571428571,-1,1.0,-1,0.8235294117647058,-1,0.5555555555555556,-1,0.7777777777777778,-1,0.6842105263157895,0.0,0.6875,1.4142135623730951,0.6422676044976317,0.9023689270621825
2221,Andre Benton,0.0,1.7320508075688772,0.5,-1,0.2222222222222222,-1,0.0,-1,-0.4,1.8856180831641267,0.2857142857142857,0.0,1.0,-1,0.7647058823529411,-1,0.5555555555555556,1.8856180831641267,1.0,-1,0.5789473684210527,-1,0.375,-1,0.7397424249566736,1.3758217434742828
1312,Andre Benton,0.25,1.7853571071357126,0.4166666666666667,0.5,0.2222222222222222,1.8856180831641267,0.3333333333333333,-1,-0.6,0.0,0.5714285714285714,0.0,1.0,-1,0.7647058823529411,-1,0.5555555555555556,1.8856180831641267,1.0,-1,0.47368421052631576,-1,0.375,-1,0.7068284152705581,1.0094322122439943
7502,Andre Benton,0.5,-1,0.5,-1,0.2222222222222222,-1,0.2222222222222222,-1,-0.4,1.8856180831641267,0.2857142857142857,0.0,1.0,-1,0.7647058823529411,-1,0.7777777777777778,0.0,1.0,-1,0.47368421052631576,-1,0.375,-1,0.7148967456514539,0.6285393610547089
14049,Andre Benton,0.3333333333333333,2.0,0.5,-1,0.2222222222222222,1.8856180831641267,0.2222222222222222,-1,-0.2,2.0,0.7142857142857143,-1,0.8333333333333334,-1,0.7647058823529411,-1,0.7777777777777778,1.7320508075688772,1.0,-1,0.6842105263157895,0.0,0.375,-1,0.7384771077196836,1.5235337781466007
3183,Andre Benton,0.08333333333333333,1.4142135623730951,0.8333333333333334,1.247219128924647,0.16666666666666666,1.7435595774162693,0.1111111111111111,1.5,0.0,-1,0.6428571428571429,0.5,0.75,0.5,0.7647058823529411,1.4142135623730951,0.1111111111111111,-1,0.6666666666666666,0.5,0.8421052631578947,1.0671873729054748,0.5625,1.699673171197595,0.7358728894093337,1.1586066375190176
6619,Andre Benton,0.3333333333333333,-1,0.6666666666666666,2.0,0.1111111111111111,0.0,0.2222222222222222,-1,0.2,1.7320508075688772,0.8571428571428571,-1,1.0,-1,0.7647058823529411,-1,0.7777777777777778,0.0,1.0,-1,0.5789473684210527,-1,0.5,2.0,0.670616877388551,1.1464101615137754
1341,Andre Benton,-0.3333333333333333,0.0,0.8333333333333334,1.8856180831641267,0.2222222222222222,1.8856180831641267,0.1111111111111111,1.5,-0.4,-1,0.5714285714285714,0.0,0.8333333333333334,-1,0.6470588235294118,-1,0.3333333333333333,2.0,0.7777777777777778,-1,0.6842105263157895,0.0,0.75,1.7320508075688772,0.7899027066811666,1.1254108717371414
6884,Andre Benton,0.16666666666666666,-1,0.6666666666666666,2.0,0.4444444444444444,1.8856180831641267,0.2222222222222222,2.0,-0.8,0.0,0.2857142857142857,0.0,1.0,-1,0.7647058823529411,-1,1.0,0.0,1.0,-1,0.6842105263157895,0.0,0.625,-1,0.6046687523346156,0.840802583309161
12703,Andre Benton,0.5833333333333334,0.5,0.4166666666666667,0.5,0.1111111111111111,0.0,0.3333333333333333,-1,-0.4,-1,0.5714285714285714,0.0,1.0,-1,0.7647058823529411,-1,0.7777777777777778,0.0,1.0,-1,0.47368421052631576,-1,0.5,-1,0.6823600022159333,0.2
11712,Andre Benton,0.3333333333333333,2.0,0.6666666666666666,-1,0.3333333333333333,-1,0.4444444444444444,-1,-0.4,-1,0.5714285714285714,0.0,1.0,-1,0.7647058823529411,-1,0.5555555555555556,-1,1.0,-1,0.3684210526315789,1.8856180831641267,0.5,-1,0.7059303151360682,1.2952060277213755
14185,Andre Benton,0.0,0.0,0.6666666666666666,2.0,0.2222222222222222,1.8856180831641267,0.3333333333333333,-1,-0.6,1.7320508075688772,0.5714285714285714,0.0,0.8333333333333334,-1,0.7647058823529411,-1,0.5555555555555556,-1,0.7777777777777778,-1,0.47368421052631576,-1,0.5,2.0,0.8073085092066016,1.269611481788834
10454,Andre Benton,0.3333333333333333,-1,0.5,-1,0.4444444444444444,-1,0.2222222222222222,-1,-0.2,2.0,0.2857142857142857,0.0,1.0,-1,0.7647058823529411,-1,0.7777777777777778,0.0,1.0,-1,0.47368421052631576,-1,0.375,-1,0.7199696430976018,0.6666666666666666
6216,Andre Benton,0.16666666666666666,-1,0.4166666666666667,0.5,0.4444444444444444,-1,0.2222222222222222,-1,-0.6,0.0,0.5714285714285714,0.0,1.0,-1,0.7647058823529411,-1,0.7777777777777778,0.0,1.0,-1,0.47368421052631576,-1,0.5,-1,0.6916969105544135,0.125
1975,Andre Benton,0.0,0.0,0.6666666666666666,-1,0.2222222222222222,-1,0.4444444444444444,-1,0.0,1.8856180831641267,0.7142857142857143,-1,1.0,-1,0.6470588235294118,-1,0.5555555555555556,-1,1.0,-1,0.3684210526315789,-1,0.25,0.0,0.7286258369676476,0.6285393610547089
10605,Andre Benton,-0.16666666666666666,0.0,0.5,-1,0.5555555555555556,0.0,0.3333333333333333,1.699673171197595,-0.4,1.8856180831641267,0.5714285714285714,0.0,1.0,-1,0.7647058823529411,-1,0.7777777777777778,1.7320508075688772,1.0,-1,0.5789473684210527,-1,0.375,-1,0.698233556151906,0.8862236769884332
6188,Andre Benton,0.16666666666666666,-1,0.6666666666666666,2.0,0.3333333333333333,-1,0.4444444444444444,-1,-0.2,2.0,0.5714285714285714,0.0,1.0,-1,0.7647058823529411,-1,0.7777777777777778,0.0,1.0,-1,0.47368421052631576,-1,0.625,-1,0.6866953174462487,1.0
4752,Andre Benton,0.3333333333333333,2.0,0.75,1.699673171197595,0.4444444444444444,1.5,0.2222222222222222,-1,-0.3,1.8633899812498247,0.2857142857142857,0.0,1.0,-1,0.7647058823529411,-1,0.8888888888888888,1.299038105676658,0.5555555555555556,0.0,0.47368421052631576,2.0,0.5625,1.699673171197595,0.7169071996639241,1.3401971588135193
3402,Andre Benton,0.0,0.0,0.6666666666666666,2.0,0.2222222222222222,-1,0.4444444444444444,-1,-0.4,-1,0.5714285714285714,0.0,1.0,-1,0.7647058823529411,-1,0.7777777777777778,0.0,1.0,-1,0.47368421052631576,-1,0.5,2.0,0.692386450791313,0.8
1025,Andre Benton,0.0,0.0,0.6666666666666666,2.0,0.3333333333333333,-1,0.4444444444444444,-1,0.0,1.8856180831641267,0.5714285714285714,0.0,1.0,-1,0.7647058823529411,-1,0.7777777777777778,0.0,1.0,-1,0.47368421052631576,-1,0.5,2.0,0.6966612724202568,0.9809363471940212
428,Andre Benton,0.16666666666666666,1.8856180831641267,0.5,-1,0.0,0.0,0.2222222222222222,-1,0.0,-1,0.2857142857142857,0.0,0.8333333333333334,-1,0.6470588235294118,-1,0.5555555555555556,1.8856180831641267,1.0,-1,0.47368421052631576,-1,0.25,0.0,0.8101858453512651,0.7542472332656507
14351,Andre Benton,0.3333333333333333,2.0,0.5,-1,0.3333333333333333,-1,0.4444444444444444,-1,-0.2,2.0,0.5714285714285714,0.0,1.0,-1,0.7647058823529411,-1,0.7777777777777778,0.0,1.0,-1,0.47368421052631576,-1,0.25,0.0,0.7087858376491951,0.8
2965,Andre Benton,0.3333333333333333,-1,0.5,-1,0.3333333333333333,-1,0.2222222222222222,-1,-0.6,0.0,0.5714285714285714,0.0,1.0,-1,0.7647058823529411,-1,0.7777777777777778,0.0,1.0,-1,0.47368421052631576,-1,0.375,-1,0.6974316170258982,0.0
,Tiffany Pham,0.5,-1,0.8333333333333334,-1,0.5555555555555556,-1,0.4444444444444444,-1,0.2,-1,0.8571428571428571,-1,0.8333333333333334,-1,0.7647058823529411,-1,0.5555555555555556,-1,0.5555555555555556,-1,0.47368421052631576,-1,0.625,-1,0.7581715268702752,
10096,Tiffany Pham,0.16666666666666666,1.7320508075688772,1.0,-1,0.4444444444444444,1.8856180831641267,0.2222222222222222,-1,0.0,-1,0.8571428571428571,-1,0.6666666666666666,1.8856180831641267,0.8823529411764706,-1,0.5555555555555556,-1,0.3333333333333333,1.8856180831641267,0.6842105263157895,0.0,0.625,2.0,0.7344405125745523,1.5648175095102097
8387,Tiffany Pham,0.16666666666666666,0.0,0.5,0.0,0.5555555555555556,-1,0.2222222222222222,-1,-0.2,1.7320508075688772,0.8571428571428571,-1,0.8333333333333334,-1,0.8235294117647058,-1,0.7777777777777778,-1,0.7777777777777778,-1,0.47368421052631576,2.0,0.375,1.7320508075688772,0.7687516001801414,1.0928203230275508
2221,Tiffany Pham,0.0,0.0,0.5,0.0,0.5555555555555556,2.0,0.4444444444444444,2.0,0.0,1.8856180831641267,0.42857142857142855,0.0,1.0,-1,0.7647058823529411,-1,1.0,0.0,1.0,0.0,0.2631578947368421,0.0,0.5,1.8856180831641267,0.6589708171953006,0.7771236166328255
1312,Tiffany Pham,-0.16666666666666666,0.0,0.5833333333333334,0.5,0.5,1.7853571071357126,0.4444444444444444,2.0,-0.4,0.0,0.5714285714285714,0.0,0.8333333333333334,-1,0.7647058823529411,-1,0.7777777777777778,1.8856180831641267,0.7777777777777778,-1,0.5789473684210527,-1,0.5,1.8856180831641267,0.7735679260330404,1.007074159182996
7502,Tiffany Pham,0.0,0.0,0.6666666666666666,-1,0.5555555555555556,2.0,0.4444444444444444,2.0,-0.2,1.7320508075688772,0.5714285714285714,0.0,0.8333333333333334,-1,0.7647058823529411,-1,0.7777777777777778,1.8856180831641267,1.0,0.0,0.47368421052631576,-1,0.5,-1,0.7317643618541628,1.0882384129618576
14049,Tiffany Pham,0.3333333333333333,-1,0.6666666666666666,-1,0.4444444444444444,1.8856180831641267,0.4444444444444444,2.0,0.4,1.8856180831641267,0.42857142857142855,0.0,0.8333333333333334,-1,0.7647058823529411,-1,0.5555555555555556,2.0,1.0,0.0,0.6842105263157895,0.0,0.625,-1,0.7311677424323126,1.1101765951897504
3183,Tiffany Pham,0.25,1.4142135623730951,0.6666666666666666,0.0,0.1111111111111111,1.4907119849998596,0.0,0.0,0.4,-1,0.6428571428571429,0.5,0.5,0.0,0.8235294117647058,1.5,0.3333333333333333,-1,0.6666666666666666,1.5,0.7894736842105263,1.4142135623730951,0.3125,0.4714045207910317,0.7953808387191325,0.8290543630537082
6619,Tiffany Pham,0.0,0.0,0.6666666666666666,-1,0.5555555555555556,2.0,0.2222222222222222,-1,-0.2,1.7320508075688772,0.8571428571428571,-1,0.8333333333333334,-1,0.7647058823529411,-1,0.7777777777777778,1.8856180831641267,0.5555555555555556,-1,0.5789473684210527,-1,0.375,0.0,0.7822928784284935,1.1235337781466008
1341,Tiffany Pham,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.2222222222222222,-1,0.0,-1,0.8571428571428571,-1,0.8333333333333334,-1,0.6470588235294118,-1,0.3333333333333333,-1,0.5555555555555556,-1,0.3684210526315789,-1,0.625,-1,0.8366618352808253,0.0
